===== activity-start intents (ActivityTaskManager / ActivityManager) =====
--------- beginning of system
09-24 00:25:45.042   555   592 I ActivityManager: Connection with lmkd established
09-24 00:25:52.779   555   555 W ActivityManager: Too early to start/bind service in system_server: Phase=550 ComponentInfo{com.android.server.telecom/com.android.server.telecom.components.TelecomService}
09-24 00:25:52.853   555   591 W ActivityManager: com.android.systemui inode == 0 (b/152760674)
09-24 00:25:52.854   555   591 W ActivityManager: com.google.android.gms inode == 0 (b/152760674)
09-24 00:25:52.869   555   591 I ActivityManager: Start proc 908:com.android.systemui/u0a181 for service {com.android.systemui/com.android.systemui.wallpapers.ImageWallpaper}
09-24 00:25:52.878   555   591 W ActivityManager: com.google.android.permissioncontroller inode == 0 (b/152760674)
09-24 00:25:52.878   555   591 W ActivityManager: com.google.android.gms inode == 0 (b/152760674)
09-24 00:25:52.891   555   591 I ActivityManager: Start proc 912:com.google.android.permissioncontroller/u0a199 for service {com.google.android.permissioncontroller/com.android.permissioncontroller.permission.service.PermissionControllerServiceImpl}
09-24 00:25:52.940   555   591 W ActivityManager: com.android.emulator.multidisplay inode == 0 (b/152760674)
09-24 00:25:52.940   555   591 W ActivityManager: com.google.android.gms inode == 0 (b/152760674)
09-24 00:25:52.957   555   591 I ActivityManager: Start proc 939:WebViewLoader-x86_64/1037 [android.webkit.WebViewLibraryLoader$RelroFileCreator] for 
09-24 00:25:53.149   555   573 I ActivityManager: Process WebViewLoader-x86_64 (pid 939) has died: psvc PER 
09-24 00:25:53.208   555   591 W ActivityManager: com.google.android.networkstack inode == 0 (b/152760674)
09-24 00:25:53.208   555   591 W ActivityManager: com.google.android.gms inode == 0 (b/152760674)
09-24 00:25:53.222   555   591 I ActivityManager: Start proc 1023:com.android.networkstack.process/1073 for service {com.google.android.networkstack/com.android.server.NetworkStackService}
09-24 00:25:53.247   555   555 I ActivityManager: Current user:0
09-24 00:25:53.586   555   591 W ActivityManager: com.android.bluetooth inode == 0 (b/152760674)
09-24 00:25:53.586   555   591 W ActivityManager: com.google.android.gms inode == 0 (b/152760674)
09-24 00:25:53.599   555   591 I ActivityManager: Start proc 1062:com.google.android.bluetooth/1002 for service {com.google.android.bluetooth/com.android.bluetooth.btservice.AdapterService}
09-24 00:25:53.633   555   591 W ActivityManager: com.android.se inode == 0 (b/152760674)
09-24 00:25:53.634   555   591 W ActivityManager: com.google.android.gms inode == 0 (b/152760674)
09-24 00:25:53.641   555   555 W ActivityTaskManager: callingPackage for (uid=-1, pid=0) has no WPC
09-24 00:25:53.655   555   555 I ActivityTaskManager: START u0 {act=android.intent.action.MAIN cat=[android.intent.category.HOME] flg=0x10000100 cmp=com.android.settings/.FallbackHome (has extras)} with LAUNCH_MULTIPLE from uid 0 (BAL_ALLOW_ALLOWLISTED_UID) result code=0
09-24 00:25:53.668   555   591 I ActivityManager: Start proc 1073:com.android.se/1068 for added application com.android.se
09-24 00:25:53.668   555   591 W ActivityManager: com.android.mms.service inode == 0 (b/152760674)
09-24 00:25:53.668   555   591 W ActivityManager: com.google.android.gms inode == 0 (b/152760674)
09-24 00:25:53.682   555   591 I ActivityManager: Start proc 1076:com.android.phone/1001 for added application com.android.phone
09-24 00:25:53.682   555   591 W ActivityManager: com.android.emulator.multidisplay inode == 0 (b/152760674)
09-24 00:25:53.682   555   591 W ActivityManager: com.google.android.gms inode == 0 (b/152760674)
09-24 00:25:53.710   555   591 I ActivityManager: Start proc 1093:com.android.settings/1000 for top-activity {com.android.settings/com.android.settings.FallbackHome}
09-24 00:25:53.740   555   643 W ActivityManager: Unable to start service Intent { act=android.service.smartspace.SmartspaceService cmp=com.google.android.as/com.google.android.apps.miphone.aiai.app.AiAiSmartspaceService } U=0: not found
09-24 00:25:53.746   555   572 W ActivityManager: Unable to start service Intent { act=android.service.smartspace.SmartspaceService cmp=com.google.android.as/com.google.android.apps.miphone.aiai.app.AiAiSmartspaceService } U=0: not found
09-24 00:25:53.747   555   572 W ActivityManager: Unable to start service Intent { act=android.service.smartspace.SmartspaceService cmp=com.google.android.as/com.google.android.apps.miphone.aiai.app.AiAiSmartspaceService } U=0: not found
09-24 00:25:53.747   555   572 W ActivityManager: Unable to start service Intent { act=android.service.smartspace.SmartspaceService cmp=com.google.android.as/com.google.android.apps.miphone.aiai.app.AiAiSmartspaceService } U=0: not found
09-24 00:25:53.795   555   591 W ActivityManager: com.android.bluetooth inode == 0 (b/152760674)
09-24 00:25:53.796   555   591 W ActivityManager: com.google.android.gms inode == 0 (b/152760674)
09-24 00:25:53.812   555   591 I ActivityManager: Start proc 1114:com.android.bluetooth/1002 for content provider {com.android.bluetooth/com.google.android.bluetooth.BluetoothLegacyMigration}
09-24 00:25:53.928   555   643 W ActivityManager: Slow operation: 56ms so far, now at attachApplicationLocked: after updateOomAdjLocked
09-24 00:25:54.290   555   555 W ActivityManager: Unbind failed: could not find connection for android.app.LoadedApk$ServiceDispatcher$InnerConnection@190d912
09-24 00:25:54.290   555   555 W ActivityManager: Unbind failed: could not find connection for android.app.LoadedApk$ServiceDispatcher$InnerConnection@2bc18e3
09-24 00:25:54.290   555   555 W ActivityManager: Unbind failed: could not find connection for android.app.LoadedApk$ServiceDispatcher$InnerConnection@c3df2e0
09-24 00:25:54.290   555   555 W ActivityManager: Unbind failed: could not find connection for android.app.LoadedApk$ServiceDispatcher$InnerConnection@fa0d999
09-24 00:25:54.417   555   591 W ActivityManager: com.google.android.apps.nexuslauncher inode == 0 (b/152760674)
09-24 00:25:54.417   555   591 W ActivityManager: com.google.android.gms inode == 0 (b/152760674)
09-24 00:25:54.434   555   591 I ActivityManager: Start proc 1159:com.google.android.apps.nexuslauncher/u0a179 for service {com.google.android.apps.nexuslauncher/com.android.quickstep.TouchInteractionService}
09-24 00:25:54.529   555   555 W ActivityManager: Unable to start service Intent { act=android.service.notification.NotificationListenerService cmp=com.google.android.apps.nexuslauncher/com.android.launcher3.notification.NotificationListener } U=0: not found
09-24 00:25:54.530   555   555 W ActivityManager: Unable to start service Intent { act=android.service.notification.NotificationListenerService cmp=com.google.android.as/com.google.android.apps.miphone.aiai.common.notification.service.AiAiNotificationListenerService } U=0: not found
09-24 00:25:54.530   555   555 W ActivityManager: Unable to start service Intent { act=android.service.notification.Notification<term-redacted>Service cmp=com.google.android.as/com.google.android.apps.miphone.aiai.common.notification.service.AiAiNotification<term-redacted>Service } U=0: not found
09-24 00:25:54.559   555   591 W ActivityManager: com.google.android.gsf inode == 0 (b/152760674)
09-24 00:25:54.583   555   591 I ActivityManager: Start proc 1194:com.google.android.gms.persistent/u0a143 for broadcast {com.google.android.gms/com.google.android.gms.chimera.GmsIntentOperationService$PersistentTrustedReceiver}
09-24 00:25:55.726   555  1238 W ActivityManager: pid 1076 com.android.phone sent binder code 54 with flags 2 to frozen apps and got error -74
09-24 00:25:55.806   555   581 I ActivityManager: About to commit checkpoint
09-24 00:25:55.823   555   591 W ActivityManager: com.google.android.inputmethod.latin inode == 0 (b/152760674)
09-24 00:25:55.823   555   591 W ActivityManager: com.google.android.gms inode == 0 (b/152760674)
09-24 00:25:55.854   555   578 I ActivityTaskManager: Config changes=80000000 {1.0 ?mcc0mnc [en_US] ldltr sw411dp w411dp h914dp 420dpi nrml long port finger qwerty/v/v -nav/h winConfig={ mBounds=Rect(0, 0 - 1080, 2400) mAppBounds=Rect(0, 0 - 1080, 2400) mMaxBounds=Rect(0, 0 - 1080, 2400) mDisplayRotation=ROTATION_0 mWindowingMode=fullscreen mActivityType=undefined mAlwaysOnTop=undefined mRotation=ROTATION_0} as.2 s.8 fontWeightAdjustment=0}
09-24 00:25:55.856   555   591 I ActivityManager: Start proc 1331:com.google.android.inputmethod.latin/u0a152 for service {com.google.android.inputmethod.latin/com.android.inputmethod.latin.LatinIME}
09-24 00:25:55.914   555   591 W ActivityManager: Slow operation: 99ms so far, now at startProcess: starting to update pids map
09-24 00:25:55.914   555   591 W ActivityManager: Slow operation: 99ms so far, now at startProcess: done updating pids map
09-24 00:25:56.022   555   591 W ActivityManager: com.google.android.ext.services inode == 0 (b/152760674)
09-24 00:25:56.027   555   591 W ActivityManager: com.google.android.gms inode == 0 (b/152760674)
09-24 00:25:56.042   555   581 I ActivityManager: User 0 state changed from BOOTING to RUNNING_LOCKED
09-24 00:25:56.071   555   591 W ActivityManager: Slow operation: 53ms so far, now at startProcess: done updating battery stats
09-24 00:25:56.079   555   591 W ActivityManager: Slow operation: 61ms so far, now at startProcess: building log message
09-24 00:25:56.079   555   591 I ActivityManager: Start proc 1357:com.google.android.ext.services/u0a208 for on-hold
09-24 00:25:56.079   555   591 W ActivityManager: Slow operation: 61ms so far, now at startProcess: starting to update pids map
09-24 00:25:56.080   555   591 W ActivityManager: Slow operation: 62ms so far, now at startProcess: done updating pids map
09-24 00:25:56.080   555   591 W ActivityManager: Slow operation: 62ms so far, now at startProcess: asking zygote to start proc
09-24 00:25:56.156   555   591 W ActivityManager: com.google.android.apps.wellbeing inode == 0 (b/152760674)
09-24 00:25:56.156   555   591 W ActivityManager: com.google.android.gms inode == 0 (b/152760674)
09-24 00:25:56.176   555   591 W ActivityManager: Slow operation: 158ms so far, now at startProcess: returned from zygote!
09-24 00:25:56.176   555   591 W ActivityManager: Slow operation: 158ms so far, now at startProcess: done updating battery stats
09-24 00:25:56.176   555   591 W ActivityManager: Slow operation: 158ms so far, now at startProcess: building log message
09-24 00:25:56.176   555   591 I ActivityManager: Start proc 1380:com.google.android.apps.wellbeing/u0a142 for on-hold
09-24 00:25:56.176   555   591 W ActivityManager: Slow operation: 158ms so far, now at startProcess: starting to update pids map
09-24 00:25:56.176   555   591 W ActivityManager: Slow operation: 158ms so far, now at startProcess: done updating pids map
09-24 00:25:56.351   555   591 W ActivityManager: com.google.android.gms inode == 0 (b/152760674)
09-24 00:25:56.398   555   591 W ActivityManager: Slow operation: 54ms so far, now at startProcess: returned from zygote!
09-24 00:25:56.398   555   591 W ActivityManager: Slow operation: 54ms so far, now at startProcess: done updating battery stats
09-24 00:25:56.398   555   591 W ActivityManager: Slow operation: 54ms so far, now at startProcess: building log message
09-24 00:25:56.398   555   591 I ActivityManager: Start proc 1397:com.google.android.gms/u0a143 for service {com.google.android.gms/com.google.android.gms.chimera.GmsIntentOperationService}
09-24 00:25:56.398   555   591 W ActivityManager: Slow operation: 54ms so far, now at startProcess: starting to update pids map
09-24 00:25:56.398   555   591 W ActivityManager: Slow operation: 54ms so far, now at startProcess: done updating pids map
09-24 00:25:56.508   555   578 I ActivityManager: User 0 state changed from RUNNING_LOCKED to RUNNING_UNLOCKING
09-24 00:25:56.594   555   591 I ActivityManager: Start proc 1420:com.google.android.as/u0a137 for service {com.google.android.as/com.google.android.apps.miphone.aiai.app.AiAiContentCaptureService}
09-24 00:25:56.605   555   591 I ActivityManager: Start proc 1421:com.google.android.providers.media.module/u0a195 for service {com.google.android.providers.media.module/com.android.providers.media.fuse.ExternalStorageServiceImpl}
09-24 00:25:56.791   555   591 I ActivityManager: Start proc 1463:com.google.android.googlequicksearchbox:interactor/u0a144 for service {com.google.android.googlequicksearchbox/com.google.android.voiceinteraction.GsaVoiceInteractionService}
09-24 00:25:56.851   555   591 I ActivityManager: Start proc 1469:com.android.carrierconfig/u0a178 for service {com.android.carrierconfig/com.android.carrierconfig.DefaultCarrierConfigService}
09-24 00:25:56.880   555   590 I ActivityManager: User 0 state changed from RUNNING_UNLOCKING to RUNNING_UNLOCKED
09-24 00:25:56.900   555   591 I ActivityManager: Start proc 1492:com.android.emulator.multidisplay/1000 for added application com.android.emulator.multidisplay
09-24 00:25:56.913   555   591 I ActivityManager: Start proc 1498:com.google.android.partnersetup/u0a133 for broadcast {com.google.android.partnersetup/com.google.android.partnersetup.PhoneStateReceiver}
09-24 00:25:56.965   555   578 I ActivityTaskManager: Restoring recents for user 0
09-24 00:25:57.378   555   591 I ActivityManager: Start proc 1595:com.android.providers.calendar/u0a100 for content provider {com.android.providers.calendar/com.android.providers.calendar.CalendarProvider2}
09-24 00:25:57.380   555  1017 I ActivityTaskManager: Config changes=3 {1.0 310mcc260mnc [en_US] ldltr sw411dp w411dp h914dp 420dpi nrml long port finger qwerty/v/v -nav/h winConfig={ mBounds=Rect(0, 0 - 1080, 2400) mAppBounds=Rect(0, 0 - 1080, 2400) mMaxBounds=Rect(0, 0 - 1080, 2400) mDisplayRotation=ROTATION_0 mWindowingMode=fullscreen mActivityType=undefined mAlwaysOnTop=undefined mRotation=ROTATION_0} as.2 s.20 fontWeightAdjustment=0}
09-24 00:25:57.503   555   643 W ActivityManager: Slow operation: 74ms so far, now at finishAttachApplicationInner: after mServices.attachApplicationLocked
09-24 00:25:57.503   555   643 W ActivityManager: Slow operation: 77ms so far, now at finishAttachApplicationInner: after dispatching broadcasts
09-24 00:25:57.626   555   998 W ActivityTaskManager: callingPackage for (uid=-1, pid=0) has no WPC
09-24 00:25:57.636   555   998 I ActivityTaskManager: START u0 {act=android.intent.action.MAIN cat=[android.intent.category.HOME] flg=0x10000100 cmp=com.google.android.googlesdksetup/.DefaultActivity (has extras)} with LAUNCH_MULTIPLE from uid 0 (BAL_ALLOW_ALLOWLISTED_UID) result code=0
09-24 00:25:57.639   555   590 W ActivityManager: Slow operation: 112ms so far, now at startProcess: done creating new process record
09-24 00:25:57.639   555   590 W ActivityManager: Slow operation: 112ms so far, now at startProcess: stepping in to startProcess
09-24 00:25:57.640   555   590 W ActivityManager: Slow operation: 113ms so far, now at startProcess: done starting proc!
09-24 00:25:57.643   555   591 W ActivityManager: Slow operation: 121ms so far, now at startProcess: done updating battery stats
09-24 00:25:57.643   555   591 W ActivityManager: Slow operation: 121ms so far, now at startProcess: building log message
09-24 00:25:57.643   555   591 I ActivityManager: Start proc 1615:com.android.printspooler/u0a127 for service {com.android.printspooler/com.android.printspooler.model.PrintSpoolerService}
09-24 00:25:57.643   555   591 W ActivityManager: Slow operation: 121ms so far, now at startProcess: starting to update pids map
09-24 00:25:57.643   555   591 W ActivityManager: Slow operation: 121ms so far, now at startProcess: done updating pids map
09-24 00:25:57.657   555   591 I ActivityManager: Start proc 1654:com.google.android.cellbroadcastreceiver/u0a206 for broadcast {com.google.android.cellbroadcastreceiver/com.android.cellbroadcastreceiver.CellBroadcastReceiver}
09-24 00:25:57.664   555   591 I ActivityManager: Start proc 1656:com.google.android.googlequicksearchbox:search/u0a144 for service {com.google.android.googlequicksearchbox/com.google.android.apps.search.podcasts.browser.PodcastBrowserService}
09-24 00:25:57.668   555   591 I ActivityManager: Start proc 1658:com.google.android.googlesdksetup/u0a171 for top-activity {com.google.android.googlesdksetup/com.google.android.googlesdksetup.DefaultActivity}
09-24 00:25:57.718   555   591 I ActivityManager: Start proc 1661:android.process.acore/u0a91 for content provider {com.android.providers.contacts/com.android.providers.contacts.ContactsProvider2}
09-24 00:25:58.098   555   643 W ActivityManager: Slow operation: 80ms so far, now at finishAttachApplicationInner: after mServices.attachApplicationLocked
09-24 00:25:58.098   555   643 W ActivityManager: Slow operation: 80ms so far, now at finishAttachApplicationInner: after dispatching broadcasts
09-24 00:25:58.102   555  1645 W ActivityManager: Slow operation: 79ms so far, now at finishAttachApplicationInner: after mServices.attachApplicationLocked
09-24 00:25:58.102   555  1645 W ActivityManager: Slow operation: 79ms so far, now at finishAttachApplicationInner: after dispatching broadcasts
09-24 00:25:58.113   555   591 W ActivityManager: Slow operation: 93ms so far, now at startProcess: done updating battery stats
09-24 00:25:58.114   555   591 W ActivityManager: Slow operation: 94ms so far, now at startProcess: building log message
09-24 00:25:58.114   555   591 I ActivityManager: Start proc 1732:android.process.media/u0a94 for content provider {com.android.providers.media/com.android.providers.media.LegacyMediaProvider}
09-24 00:25:58.114   555   591 W ActivityManager: Slow operation: 94ms so far, now at startProcess: starting to update pids map
09-24 00:25:58.114   555   591 W ActivityManager: Slow operation: 94ms so far, now at startProcess: done updating pids map
09-24 00:25:58.185   555  1650 W ActivityManager: Slow operation: 84ms so far, now at finishAttachApplicationInner: after mServices.attachApplicationLocked
09-24 00:25:58.185   555  1650 W ActivityManager: Slow operation: 84ms so far, now at finishAttachApplicationInner: after dispatching broadcasts
09-24 00:25:58.341   555  1575 W ActivityManager: Slow operation: 257ms so far, now at finishAttachApplicationInner: after mServices.attachApplicationLocked
09-24 00:25:58.341   555  1575 W ActivityManager: Slow operation: 257ms so far, now at finishAttachApplicationInner: after dispatching broadcasts
09-24 00:25:58.425   555  1649 W ActivityManager: Unable to start service Intent { act=com.google.android.play.core.splitinstall.BIND_SPLIT_INSTALL_SERVICE pkg=com.android.vending } U=0: not found
09-24 00:25:58.444   555  1771 W ActivityManager: Unable to start service Intent { act=com.google.android.play.core.splitinstall.BIND_SPLIT_INSTALL_SERVICE pkg=com.android.vending } U=0: not found
09-24 00:25:58.576   555   591 W ActivityManager: Slow operation: 53ms so far, now at startProcess: returned from zygote!
09-24 00:25:58.576   555   591 W ActivityManager: Slow operation: 53ms so far, now at startProcess: done updating battery stats
09-24 00:25:58.576   555   591 W ActivityManager: Slow operation: 53ms so far, now at startProcess: building log message
09-24 00:25:58.576   555   591 I ActivityManager: Start proc 1809:com.android.cellbroadcastreceiver/u0a108 for content provider {com.android.cellbroadcastreceiver/com.android.cellbroadcastreceiver.LegacyCellBroadcastContentProvider}
09-24 00:25:58.576   555   591 W ActivityManager: Slow operation: 53ms so far, now at startProcess: starting to update pids map
09-24 00:25:58.576   555   591 W ActivityManager: Slow operation: 53ms so far, now at startProcess: done updating pids map
09-24 00:25:58.890   555  1650 I ActivityManager: Start proc 1846:com.android.keychain/1000 for service {com.android.keychain/com.android.keychain.KeyChainService}
09-24 00:25:59.005   555   591 I ActivityManager: Start proc 1874:com.android.managedprovisioning/u0a102 for broadcast {com.android.managedprovisioning/com.android.managedprovisioning.ota.PreBootListener}
09-24 00:25:59.245   555  1170 W ActivityTaskManager: callingPackage for (uid=-1, pid=0) has no WPC
09-24 00:25:59.268   555  1170 I ActivityTaskManager: START u0 {act=android.intent.action.MAIN cat=[android.intent.category.HOME] flg=0x10000100 cmp=com.google.android.apps.nexuslauncher/.NexusLauncherActivity (has extras)} with LAUNCH_SINGLE_TASK from uid 0 (BAL_ALLOW_ALLOWLISTED_UID) result code=0
09-24 00:25:59.321   555   591 I ActivityManager: Start proc 1910:com.google.android.as.oss/u0a130 for service {com.google.android.as.oss/com.google.android.apps.miphone.astrea.grpc.AstreaGrpcService}
09-24 00:26:00.176   555   578 I ActivityTaskManager: Config changes=80000000 {1.0 310mcc260mnc [en_US] ldltr sw411dp w411dp h914dp 420dpi nrml long port finger qwerty/v/v -nav/h winConfig={ mBounds=Rect(0, 0 - 1080, 2400) mAppBounds=Rect(0, 0 - 1080, 2400) mMaxBounds=Rect(0, 0 - 1080, 2400) mDisplayRotation=ROTATION_0 mWindowingMode=fullscreen mActivityType=undefined mAlwaysOnTop=undefined mRotation=ROTATION_0} as.3 s.42 fontWeightAdjustment=0}
09-24 00:26:00.286   555   578 W ActivityTaskManager: Current config: {1.0 310mcc260mnc [en_US] ldltr sw411dp w411dp h914dp 420dpi nrml long port finger qwerty/v/v -nav/h winConfig={ mBounds=Rect(0, 0 - 1080, 2400) mAppBounds=Rect(0, 0 - 1080, 2400) mMaxBounds=Rect(0, 0 - 1080, 2400) mDisplayRotation=ROTATION_0 mWindowingMode=fullscreen mActivityType=undefined mAlwaysOnTop=undefined mRotation=ROTATION_0} as.3 s.42 fontWeightAdjustment=0} unchanged for IME proc com.google.android.inputmethod.latin
09-24 00:26:00.372   555  1170 I ActivityManager: Enqueued broadcast Intent { act=com.android.emulator.multidisplay.START flg=0x400000 cmp=com.android.emulator.multidisplay/.MultiDisplayServiceReceiver }: 0
09-24 00:26:00.767   555   643 W ActivityManager: Slow operation: 51ms so far, now at finishAttachApplicationInner: after mServices.attachApplicationLocked
09-24 00:26:00.767   555   643 W ActivityManager: Slow operation: 51ms so far, now at finishAttachApplicationInner: after dispatching broadcasts
09-24 00:26:00.823   555   591 I ActivityManager: Start proc 2072:com.android.localtransport/1000 for service {com.android.localtransport/com.android.localtransport.LocalTransportService}
09-24 00:26:00.824   555   591 W ActivityManager: Slow operation: 51ms so far, now at startProcess: done updating pids map
09-24 00:26:00.861   555  1017 W ActivityManager: Service lookup failed: association not allowed between packages com.google.android.as.oss and com.google.android.gms
09-24 00:26:01.294   555   591 I ActivityManager: Start proc 2123:com.google.android.documentsui/u0a96 for broadcast {com.google.android.documentsui/com.android.documentsui.PreBootReceiver}
09-24 00:26:02.038   555   591 I ActivityManager: Start proc 2171:com.android.externalstorage/u0a104 for content provider {com.android.externalstorage/com.android.externalstorage.ExternalStorageProvider}
09-24 00:26:02.122   555   591 I ActivityManager: Start proc 2179:com.android.imsserviceentitlement/u0a138 for broadcast {com.android.imsserviceentitlement/com.android.imsserviceentitlement.ImsEntitlementReceiver}
09-24 00:26:02.270   555   591 W ActivityManager: Slow operation: 164ms so far, now at startProcess: done updating pids map
09-24 00:26:02.409   555   591 I ActivityManager: Start proc 2202:com.google.android.tts/u0a166 for service {com.google.android.tts/com.google.android.apps.speech.tts.googletts.service.GoogleTtsService}
09-24 00:26:02.921   555   591 W ActivityManager: Slow operation: 59ms so far, now at startProcess: done updating battery stats
09-24 00:26:02.921   555   591 W ActivityManager: Slow operation: 59ms so far, now at startProcess: building log message
09-24 00:26:02.921   555   591 I ActivityManager: Start proc 2267:com.google.android.devicelockcontroller/u0a207 for broadcast {com.google.android.devicelockcontroller/com.android.devicelockcontroller.receivers.RecordBootTimestampReceiver}
09-24 00:26:02.921   555   591 W ActivityManager: Slow operation: 59ms so far, now at startProcess: starting to update pids map
09-24 00:26:02.941   555   591 W ActivityManager: Slow operation: 79ms so far, now at startProcess: done updating pids map
09-24 00:26:03.890   555   591 W ActivityManager: Slow operation: 86ms so far, now at startProcess: returned from zygote!
09-24 00:26:03.890   555   591 W ActivityManager: Slow operation: 86ms so far, now at startProcess: done updating battery stats
09-24 00:26:03.890   555   591 W ActivityManager: Slow operation: 86ms so far, now at startProcess: building log message
09-24 00:26:03.890   555   591 I ActivityManager: Start proc 2316:com.google.android.apps.wallpaper/u0a176 for content provider {com.google.android.apps.wallpaper/com.google.android.apps.wallpaper.provider.RecentWallpapersProvider}
09-24 00:26:03.890   555   591 W ActivityManager: Slow operation: 86ms so far, now at startProcess: starting to update pids map
09-24 00:26:03.895   555   591 W ActivityManager: Slow operation: 91ms so far, now at startProcess: done updating pids map
09-24 00:26:04.928   555   578 I ActivityManager: Posting BOOT_COMPLETED user #0
09-24 00:26:05.244   555   591 I ActivityManager: Start proc 2434:com.android.traceur/u0a123 for broadcast {com.android.traceur/com.android.traceur.Receiver}
09-24 00:26:05.537   555   998 W ActivityManager: Slow operation: 82ms so far, now at finishAttachApplicationInner: after dispatching broadcasts
09-24 00:26:06.145   555   591 I ActivityManager: Start proc 2468:com.google.android.gms.unstable/u0a143 for service {com.google.android.gms/com.google.android.gms.droidguard.DroidGuardService}
09-24 00:26:06.157   555   591 W ActivityManager: Slow operation: 53ms so far, now at startProcess: done updating pids map
09-24 00:26:07.536   555   591 I ActivityManager: Start proc 2517:com.android.carrierdefaultapp/u0a112 for broadcast {com.android.carrierdefaultapp/com.android.carrierdefaultapp.CarrierDefaultBroadcastReceiver}
09-24 00:26:09.627   555   591 I ActivityManager: Start proc 2616:com.google.android.onetimeinitializer/u0a128 for broadcast {com.google.android.onetimeinitializer/com.google.android.onetimeinitializer.OneTimeInitializerReceiver}
09-24 00:26:10.184   555   590 I ActivityManager: reportOnUserCompletedEvent(0): stored=10, eligible=111
09-24 00:26:11.772   555   572 I ActivityManager: Background started FGS: Allowed [callingPackage: com.google.android.inputmethod.latin; callingUid: 10152; uidState: IMPB; uidBFSL: n/a; intent: Intent { cmp=com.google.android.inputmethod.latin/com.google.android.apps.inputmethod.libs.dataservice.superpacks.SuperpacksForegroundTaskService }; code:CURRENT_INPUT_METHOD; tempAllowListReason:<null>; targetSdkVersion:34; callerTargetSdkVersion:34; startForegroundCount:0; bindFromPackage:null: isBindService:false]
09-24 00:26:11.834   555   574 W ActivityManager: Foreground service started from background can not have location/camera/microphone access: service com.google.android.inputmethod.latin/com.google.android.apps.inputmethod.libs.dataservice.superpacks.SuperpacksForegroundTaskService
09-24 00:26:15.435   555  1645 I ActivityManager: Background started FGS: Allowed [callingPackage: com.google.android.apps.wellbeing; callingUid: 10142; uidState: BTOP; uidBFSL: [BFSL]; intent: Intent { cmp=com.google.android.apps.wellbeing/com.google.apps.tiktok.concurrent.InternalForegroundService (has extras) }; code:BACKGROUND_ACTIVITY_PERMISSION; tempAllowListReason:<c21ca15 android.intent.action.BOOT_COMPLETED/u0,reasonCode:BOOT_COMPLETED,duration:20000,callingUid:1000>; targetSdkVersion:34; callerTargetSdkVersion:34; startForegroundCount:0; bindFromPackage:null: isBindService:false]
